longitude,latitude
-5.9333,54.5833
-80.712,35.1063
-78.7239,35.7463
-81.3888,35.3945
-78.9244,35.8896
-98.1112,30.5632
-96.0467,41.2987
-81.6996,41.4452
-110.952,32.5462
76.7933,30.7343
-82.9743,39.9422
-73.2637,41.1412
-73.9503,40.7625
-86.2539,32.404
-0.2333,51.5
-118.3852,34.0523
-96.8217,32.7787
-97.6189,35.5423
-94.685,47.5036
-105.1396,40.524
-72.6542,41.9895
-122.9137,45.0161
-122.798,45.4049
-71.3928,41.8685
-97.7015,30.3298
-77.4826,38.2981
-80.1842,40.4998
-84.4792,39.0747
-86.7088,33.6495
-97.7431,30.2672
-71.5506,42.3458
-95.337,29.5447
-86.8378,36.0854
-118.244,34.0544
-80.292,27.2965
-99.5957,27.7479
-111.0022,32.2686
-97.4603,35.2523
-101.8922,35.2075
-121.3244,37.9753
-122.3715,47.6381
-77.0146,38.8933
-97.6437,30.366
80.2833,13.0833
-72.5571,41.9845
-98.461,29.3962
-97.8082,30.4998
-86.6801,33.4168
-97.6857,30.3042
-98.6161,29.5698
-97.4283,32.9083
-88.7932,33.4531
-78.4899,40.4171
-98.2568,26.4628
-97.9908,26.1595
-2.279,53.3947
-86.8652,33.2257
-98.4556,29.4821
-97.2645,31.5105
-78.3662,40.5172
-97.1313,32.5702
-101.8519,33.5903
-76.6122,39.2904
-96.8915,32.9478
-98.2045,26.1546
-97.8002,30.2058
-95.4593,29.9846
-97.5448,32.6423
-96.7715,32.8339
-96.5684,32.8916
-97.097,33.0146
-106.6417,32.3047
-98.3626,29.5157
-77.0325,38.8749
-77.0445,39.0409
-1.4833,53.7
-98.527,29.523
-73.9975,40.7308
-97.0687,33.0294
-93.9795,35.9543
-97.822,37.751
-95.6491,29.9156
-98.7246,29.4037
-89.4996,35.2199
-93.2638,44.98
-87.6238,41.8849
-111.9961,40.6974
-105.0061,39.8663
-97.822,37.751
-77.3936,38.9266
-76.199,36.7646
-76.7901,38.9924
-76.1468,36.8929
-75.9895,36.8571
-75.9895,36.8571
-78.5137,38.0329
-75.9895,36.8571
-75.1638,39.9523
-82.4511,36.3891
-77.0533,38.86
-76.0839,36.7849
-77.6083,37.4087
-121.2879,37.9595
-97.822,37.751
-122.281,47.4485
-122.2995,47.5839
-71.184,42.2451
-97.1503,47.8719
-122.3192,47.4465
-121.7397,47.8559
-82.5223,29.5526
-114.3153,43.5196
-122.2637,47.3909
-97.822,37.751
-122.281,47.4485
-122.2534,47.1278
-122.4092,47.2098
-0.1899,51.5274
-82.8766,39.9232
-0.3167,51.4333
-88.1168,44.5709
-88.1271,43.2358
-87.9928,42.9612
-73.2317,41.3418
-71.9554,41.5811
-71.8192,41.7202
-72.6531,41.5497
-87.9928,42.9612
-97.822,37.751
-0.0955,51.5092
-2.7333,53.45
0.0708,51.5597
-0.0955,51.5092
-3.4667,56.0833
-0.0955,51.5092
-2.2086,51.3189
-7.3333,55
-0.1224,51.4964
-97.822,37.751
-2,50.7167
-1.4,50.9
-5.9333,54.5833
-0.3333,51.2167
-4.348,55.8935
-1.75,53.7833
-73.2637,41.1412
-2.1342,53.4663
-2.4333,53.5833
-0.1333,51.4167
-5.9997,54.5786
-0.0955,51.5092
-2.1342,53.4663
-0.0955,51.5092
-1.85,52.1667
-1.4833,51.7833
-0.1224,51.4964
-2.2991,53.4926
-1.0667,50.7833
-1.7826,52.5019
-1.1463,52.6042
-1.0833,53.9667
-3.2,51.5
-2.1342,53.4663
-0.7823,52.0045
-6.5039,54.8694
-2.9436,53.1668
-3.7833,51.6
-3.2,51.5
-1.0441,52.9062
-2.1342,53.4663
-119.8371,34.4329
-97.822,37.751
-2.7333,52.7167
-2.4333,53.5833
-0.3333,53.7167
-2.3656,51.3794
0.0708,51.5597
0.4865,51.7212
-0.7881,51.4316
-122.3848,47.6847
-5.6689,54.6534
-1.0833,53.9667
-3.9709,51.6489
-1.1333,52.6333
-2.0042,51.4386
-1.6194,54.9881
-0.1224,51.4964
-2.1342,53.4663
-2.3183,51.2292
-2.7333,52.7167
-1.4833,51.2
-0.2701,51.3305
-1.2835,52.9891
-2.0833,51.9
-2.7167,53.7667
-0.1224,51.4964
-0.1,51.3833
-3.2,55.95
-4.4648,50.4645
-4.8333,50.5167
-0.1224,51.4964
-0.4,51.6667
-1.4168,54.8772
-3.5333,50.7
-0.0955,51.5092
-1.9378,52.4796
-0.0955,51.5092
-2.279,53.3947
-2.2194,52.2277
-1.9378,52.4796
-2.8,52.1833
-0.0955,51.5092
-3.4667,50.55
-0.1224,51.4964
-0.5667,53.2167
-1.5,53.3667
-2.7167,53.7667
-2.7997,54.0465
-0.3333,51.75
-0.2333,51.5
-2.612,51.4121
-1.1333,52.6333
-1.4667,52.4667
1.2807,52.6618
0.3833,52.75
-0.2167,53.15
-0.1224,51.4964
-1.1667,52.9667
-0.0955,51.5092
-3.2,51.5
-1.5167,54.9
-0.3333,51.5667
-111.7426,33.604
-2.4167,53.5333
-4.1386,50.3964
-3.95,56.1167
-2.6167,53.5333
-0.1224,51.4964
-0.25,52.5833
-0.0955,51.5092
-0.0955,51.5092
-4.0346,51.6253
0.0833,51.5333
-84.3366,33.7773
-0.3386,51.5834
0.1167,52.2
-1.5833,53.8
